X,Y,Calc_RA,Calc_Dec,RA_Center,Dec_Center,X_Center,Y_Center,Cat_Obj_RA,Cat_Obj_Dec
376.3693894812428,-64.75722959402586,356.5934328419007,12.779964092258101,356.59553372956236,12.779509856232163,376.80377897501955,-59.300267652382566,0.0,0.0
250.8765764149599,23.857989470182527,356.63473171119165,12.822439895819599,356.63630680564097,12.822390351990016,250.44270960661757,27.84300244613445,0.0,0.0
250.8769500591095,31.82803567715648,356.63783484871294,12.822014357665394,356.63630680564097,12.822390351990016,250.44270960661757,27.84300244613445,0.0,0.0
250.00880649887563,31.828030422086364,356.63788190009035,12.822340820451936,356.63630680564097,12.822390351990016,250.44270960661757,27.84300244613445,0.0,0.0
250.00846915412563,23.857969215112423,356.6347787507887,12.82276634631464,356.63630680564097,12.822390351990016,250.44270960661757,27.84300244613445,0.0,0.0
353.9495430486289,0.6071128065352851,356.62009376194334,12.784912280655217,356.622666118089,12.784726601206604,353.5146413909829,7.154069321124453,0.0,0.0
353.94952669069045,13.70103734585391,356.62519135993847,12.784213832207254,356.622666118089,12.784726601206604,353.5146413909829,7.154069321124453,0.0,0.0
353.07974770474516,13.701026835713618,356.6252384742347,12.784540911640397,356.622666118089,12.784726601206604,353.5146413909829,7.154069321124453,0.0,0.0
353.0797397333368,0.6071012963949955,356.6201408706269,12.785239370205955,356.622666118089,12.784726601206604,353.5146413909829,7.154069321124453,0.0,0.0
268.593215379362,-10.670520434586987,356.62032747199873,12.817617947032085,356.6224760420937,12.817490104083411,268.1592710725056,-5.212606229777354,0.0,0.0
268.59335629523775,0.24531323010243955,356.6245775843318,12.817035838222676,356.6224760420937,12.817490104083411,268.1592710725056,-5.212606229777354,0.0,0.0
267.72530269379524,0.24530697503226395,356.6246246121887,12.817362269480647,356.6224760420937,12.817490104083411,268.1592710725056,-5.212606229777354,0.0,0.0
267.7251858497734,-10.670525689657147,356.6203744934973,12.817944369944145,356.6224760420937,12.817490104083411,268.1592710725056,-5.212606229777354,0.0,0.0
339.3769075220465,-118.06809689775328,356.57467993267477,12.79671806929466,356.5774184159809,12.796510377353616,338.9419980952648,-111.09476249246273,0.0,0.0
